concept	lang	token	priority	head_lemma	parts
Rufous_Elephant_Shrew#species	en	Rufous sengi	2	sengi NOUN	Rufous ADJ amod> sengi NOUN
R_ppells_Vulture#species	en	Ruppells vulture	0	vulture NOUN	Ruppell NOUN compound> vulture NOUN
R_ppells_Vulture#species	en	Gyps rueppellii	1	rueppellii NOUN	Gyps PROPN compound> rueppellii NOUN
R_ppells_Vulture#species	en	Rueppells vulture	2	vulture NOUN	Rueppell NOUN compound> vulture NOUN
R_ppells_Vulture#species	en	Ruppells griffon	2	griffon NOUN	Ruppell NOUN compound> griffon NOUN
R_ppells_Vulture#species	en	Ruppells griffon vulture	2	vulture NOUN	Ruppell NOUN compound> vulture NOUN | griffon NOUN compound> vulture NOUN
Saguaro#species	en	Saguaros	0	Saguaros PROPN	
Saguaro#species	en	Carnegiea gigantea	1	gigantea NOUN	Carnegiea PROPN compound> gigantea NOUN
Saharan_silver_ant#species	en	Saharan silver ant	0	ant NOUN	Saharan PROPN compound> ant NOUN | silver NOUN compound> ant NOUN
Saharan_silver_ant#species	en	Cataglyphis bombycina	1	bombycina NOUN	Cataglyphis PROPN compound> bombycina NOUN
Saiga_Antelope#species	en	Saiga	0	Saiga PROPN	
Saiga_Antelope#species	en	Saiga tatarica	1	tatarica NOUN	Saiga PROPN compound> tatarica NOUN
Salamander#order	en	Salamanders	0	Salamander NOUN	
Salamander#order	en	Caudata	0	Caudata PROPN	
Sand_goanna#species	en	Sand goanna	0	goanna PROPN	Sand PROPN compound> goanna PROPN
Sand_goanna#species	en	Varanus gouldii	1	gouldii NOUN	Varanus PROPN compound> gouldii NOUN
Sand_goanna#species	en	Goulds monitor	2	monitor NOUN	Gould NOUN compound> monitor NOUN
Sand_goanna#species	en	Racehorse goanna	2	goanna NOUN	Racehorse NOUN compound> goanna NOUN
Sand_goanna#species	en	Sand monitor	2	monitor NOUN	sand PROPN compound> monitor NOUN
Sand_Lizard#species	en	Sand lizard	0	lizard NOUN	sand PROPN compound> lizard NOUN
Sand_Lizard#species	en	Lacerta agilis	1	agilis PROPN	Lacerta PROPN compound> agilis PROPN
Sand_Martin#species	en	Sand martin	0	martin NOUN	sand PROPN compound> martin NOUN
Sand_Martin#species	en	Riparia riparia	1	riparia PROPN	Riparia PROPN compound> riparia PROPN
Sand_Martin#species	en	Bank swallow	2	swallow NOUN	Bank PROPN compound> swallow NOUN
Sand_Martin#species	en	Collared sand martin	2	martin NOUN	Collared VERB amod> martin NOUN | sand NOUN compound> martin NOUN
Sand_Martin#species	en	European sand martin	2	martin NOUN	european ADJ amod> sand NOUN | sand NOUN compound> martin NOUN
Sapindales#order	en	Soapberry, maple and citrus	0	Soapberry PROPN	, PUNCT punct> maple NOUN | maple NOUN conj> Soapberry PROPN | and CCONJ cc> citrus NOUN | citrus NOUN conj> Soapberry PROPN
Sapindales#order	en	Sapindales	0	Sapindales PROPN	
Saurischia#order	en	Lizard-hipped dinosaurs	0	dinosaur NOUN	Lizard PROPN obl:npmod> hip VERB | - PUNCT punct> hip VERB | hip VERB amod> dinosaur NOUN
Saurischia#order	en	Saurischia	0	Saurischia PROPN	
Saurischia#order	en	Lizard-hipped	2	hip VERB	Lizard PROPN nsubj> hip VERB | - PUNCT punct> Lizard PROPN
Sauropodomorpha#suborder	en	Sauropodomorph dinosaurs	0	dinosaur NOUN	Sauropodomorph PROPN compound> dinosaur NOUN
Sauropodomorpha#suborder	en	Sauropodomorpha	0	Sauropodomorpha PROPN	
Scarabaeidae#family	en	Scarab beetles	0	beetle NOUN	Scarab NOUN compound> beetle NOUN
Scarabaeidae#family	en	Scarabaeidae	1	Scarabaeida NOUN	
Scathophaga_stercoraria#species	en	Yellow dung fly	0	fly VERB	yellow ADJ amod> dung NOUN | dung NOUN nsubj> fly VERB
Scathophaga_stercoraria#species	en	Scathophaga stercoraria	1	stercoraria NOUN	Scathophaga PROPN compound> stercoraria NOUN
Scathophaga_stercoraria#species	en	Common yellow dung fly	2	fly VERB	common ADJ amod> dng NOUN | yellow ADJ amod> dng NOUN | dng NOUN nsubj> fly VERB
Scathophaga_stercoraria#species	en	Golden dung fly	2	fly VERB	golden NOUN compound> dng NOUN | dng NOUN nsubj> fly VERB
Scorpion#order	en	Scorpions	0	Scorpion PROPN	
Scorpion#order	en	Scorpiones	1	Scorpiones PROPN	
Sea_otter#species	en	Sea otter	0	otter NOUN	Sea PROPN compound> otter NOUN
Sea_otter#species	en	Enhydra lutris	1	lutris NOUN	Enhydra PROPN compound> lutris NOUN
Sequoiadendron#genus	en	Giant sequoia	0	sequoia NOUN	giant PROPN compound> sequoia NOUN
Sequoiadendron#genus	en	Sequoiadendron	1	Sequoiadendron PROPN	
Sequoiadendron#genus	en	Sierran redwood	2	redwood NOUN	Sierran PROPN compound> redwood NOUN
Sequoiadendron#genus	en	Sierra redwood	2	redwood NOUN	Sierra PROPN compound> redwood NOUN
Sequoiadendron#genus	en	Wellingtonia	2	Wellingtonia PROPN	
Serotine_bat#species	en	Serotine bat	0	bat NOUN	Serotine PROPN compound> bat NOUN
Serotine_bat#species	en	Eptesicus serotinus	1	serotinus NOUN	Eptesicus PROPN compound> serotinus NOUN
Serval#species	en	Serval	0	Serval NOUN	
Serval#species	en	Leptailurus serval	1	serval NOUN	Leptailurus PROPN compound> serval NOUN
Shark#superorder	en	Sharks	0	Shark PROPN	
Shark#superorder	en	Selachimorpha	0	Selachimorpha PROPN	
Short-beaked_Common_Dolphin#species	en	Short-beaked common dolphin	0	dolphing NOUN	short ADJ compound> beak VERB | - PUNCT punct> beak VERB | beak VERB amod> dolphing NOUN | common ADJ amod> dolphing NOUN
Short-beaked_Common_Dolphin#species	en	Delphinus delphis	1	delphis PROPN	Delphinus PROPN compound> delphis PROPN
Short-beaked_Common_Dolphin#species	en	Cape dolphin	2	dolphing NOUN	cape NOUN compound> dolphing NOUN
Short-beaked_Common_Dolphin#species	en	Common dolphin	2	dolphing NOUN	common ADJ amod> dolphing NOUN
Short-beaked_Common_Dolphin#species	en	Criss-cross dolphin	2	dolphing NOUN	Criss NOUN compound> cross NOUN | - PUNCT punct> cross NOUN | cross NOUN compound> dolphing NOUN
Short-beaked_Common_Dolphin#species	en	Hourglass dolphin	2	dolphing NOUN	Hourglass NOUN compound> dolphing NOUN
Short-beaked_Common_Dolphin#species	en	Saddleback dolphin	2	dolphing NOUN	Saddleback PROPN compound> dolphing NOUN
Short-beaked_Common_Dolphin#species	en	White-bellied porpoise	2	porpoise NOUN	White PROPN obl:npmod> belly VERB | - PUNCT punct> belly VERB | belly VERB amod> porpoise NOUN
Short-eared_Owl#species	en	Short-eared owl	0	owl NOUN	short ADJ amod> eared ADJ | - PUNCT punct> eared ADJ | eared ADJ amod> owl NOUN
Short-eared_Owl#species	en	Asio flammeus	1	flammeus NOUN	Asio PROPN compound> flammeus NOUN
Short-tailed_Shearwater#species	en	Short-tailed shearwater	0	shearwater NOUN	short ADJ compound> taile VERB | - PUNCT punct> taile VERB | taile VERB amod> shearwater NOUN
Short-tailed_Shearwater#species	en	Puffinus tenuirostris	1	tenuirostris NOUN	Puffinus NOUN compound> tenuirostris NOUN
Short-tailed_Shearwater#species	en	Moonbird	2	Moonbird NOUN	
Short-tailed_Shearwater#species	en	Muttonbird	2	Muttonbird PROPN	
Short-tailed_Shearwater#species	en	Slender-billed Shearwater	2	Shearwater NOUN	Slender NOUN obl:npmod> bille VERB | - PUNCT punct> bille VERB | bille VERB amod> Shearwater NOUN
Short-tailed_Shearwater#species	en	Yolla	2	Yolla PROPN	
Siamang#species	en	Siamang	0	Siamang NOUN	
Siamang#species	en	Symphalangus syndactylus	1	syndactylus NOUN	Symphalangus PROPN compound> syndactylus NOUN
Siamese_Crocodile#species	en	Siamese crocodile	0	crocodile NOUN	Siamese ADJ amod> crocodile NOUN
Siamese_Crocodile#species	en	Crocodylus siamensis	1	siamensis NOUN	Crocodylus PROPN compound> siamensis NOUN
Silky_Sifaka#species	en	Silky sifaka	0	sifaka PROPN	Silky PROPN compound> sifaka PROPN
Silky_Sifaka#species	en	Propithecus candidus	1	candidus NOUN	Propithecus PROPN compound> candidus NOUN
Silky_Sifaka#species	en	Silky simpona	2	simpona PROPN	Silky PROPN compound> simpona PROPN
Sinornithosaurus#genus	en	Sinornithosaurus	0	Sinornithosaurus PROPN	
Sinornithosaurus#genus	en	Sinornithosaurus 	1	Sinornithosaurus PROPN	
Sinornithosaurus#genus	en	Chinese bird-lizard	2	lizard NOUN	chinese ADJ amod> lizard NOUN | bird NOUN compound> lizard NOUN | - PUNCT punct> lizard NOUN
Sirenia#order	en	Dugongs and manatees	0	Dugong NOUN	and CCONJ cc> manatee NOUN | manatee NOUN conj> Dugong NOUN
Sirenia#order	en	Sirenia	0	Sirenia PROPN	
Skimmer#genus	en	Skimmers	0	Skimmer PROPN	
Skimmer#genus	en	Rynchops	1	Rynchops PROPN	
Slow_loris#genus	en	Slow lorises	0	lorise NOUN	slow ADJ amod> lorise NOUN
Slow_loris#genus	en	Nycticebus	1	Nycticebus PROPN	
Smilodon#genus	en	Smilodon	0	Smilodon PROPN	
Smilodon#genus	en	chisel, knife tooth	2	chisel NOUN	, PUNCT punct> chisel NOUN | knife NOUN compound> tooth NOUN | tooth NOUN appos> chisel NOUN
Smilodon#genus	en	Sabre-toothed cats	2	cat NOUN	Sabre PROPN obl:npmod> tooth VERB | - PUNCT punct> tooth VERB | tooth VERB amod> cat NOUN
Smilodon#genus	en	Sabre-tooths	2	tooth NOUN	Sabre NOUN compound> tooth NOUN | - PUNCT punct> tooth NOUN
Snake#suborder	en	Snakes	0	snake PROPN	
Snake#suborder	en	Serpentes	0	Serpentes PROPN	
Snares_Penguin#species	en	Snares crested penguin	0	crest VERB	Snare PROPN nsubj> crest VERB | penguin NOUN obj> crest VERB
Snares_Penguin#species	en	Eudyptes robustus	1	robustus NOUN	Eudyptes PROPN compound> robustus NOUN
Snares_Penguin#species	en	Snares Islands penguin	2	penguin VERB	Snares PROPN compound> Islands PROPN | Islands PROPN nsubj> penguin VERB
Snow_Leopard#species	en	Snow leopard	0	leopard NOUN	snow NOUN compound> leopard NOUN
Snow_Leopard#species	en	Uncia uncia	1	uncia PROPN	Uncia PROPN compound> uncia PROPN
Snow_Petrel#species	en	Snow petrel	0	petrel NOUN	snow NOUN compound> petrel NOUN
Snow_Petrel#species	en	Pagodroma nivea	1	nivea NOUN	Pagodroma PROPN compound> nivea NOUN
Sockeye_salmon#species	en	Sockeye salmon	0	salmon NOUN	Sockeye PROPN compound> salmon NOUN
Sockeye_salmon#species	en	Oncorhynchus nerka	1	nerka NOUN	Oncorhynchus PROPN compound> nerka NOUN
Socotra_Cormorant#species	en	Socotra cormorant	0	cormorant NOUN	Socotra PROPN compound> cormorant NOUN
Socotra_Cormorant#species	en	Phalacrocorax nigrogularis	1	nigrogularis NOUN	Phalacrocorax NOUN compound> nigrogularis NOUN
Socotra_Cormorant#species	en	Socotran cormorant	2	cormorant NOUN	Socotran PROPN compound> cormorant NOUN
Solifugae#order	en	Camel spiders	0	spider NOUN	Camel NOUN compound> spider NOUN
Solifugae#order	en	Solifugae	1	Solifugae PROPN	
Solifugae#order	en	Sun spider	2	spider NOUN	sun PROPN compound> spider NOUN
Solifugae#order	en	Wind scorpion	2	scorpion NOUN	wind PROPN compound> scorpion NOUN
Song_Thrush#species	en	Song thrush	0	thrush NOUN	song ADJ amod> thrush NOUN
Song_Thrush#species	en	Turdus philomelos	1	philomelo PROPN	Turdus PROPN compound> philomelo PROPN
Soricomorpha#order	en	Shrews, moles and relatives	0	Shrew NOUN	, PUNCT punct> mole NOUN | mole NOUN conj> Shrew NOUN | and CCONJ cc> relatives NOUN | relatives NOUN conj> Shrew NOUN
Soricomorpha#order	en	Soricomorpha	0	Soricomorpha PROPN	
South_American_Coati#species	en	South American coati	0	coato NOUN	south ADJ amod> coato NOUN | american ADJ amod> coato NOUN
South_American_Coati#species	en	Nasua nasua	1	nasua PROPN	Nasua PROPN compound> nasua PROPN
South_American_Coati#species	en	Ring-tailed coati	2	coato NOUN	ring NOUN obl:npmod> taile VERB | - PUNCT punct> taile VERB | taile VERB amod> coato NOUN
South_American_Gray_Fox#species	en	South American grey fox	0	fox NOUN	south ADJ amod> grey NOUN | american ADJ amod> grey NOUN | grey NOUN compound> fox NOUN
South_American_Gray_Fox#species	en	Lycalopex griseus	1	griseus NOUN	Lycalopex PROPN compound> griseus NOUN
South_American_Gray_Fox#species	en	Argentine grey fox	2	fox NOUN	Argentine PROPN compound> grey NOUN | grey NOUN compound> fox NOUN
South_American_Gray_Fox#species	en	Chilla	2	Chilla PROPN	
South_American_Gray_Fox#species	en	Grey Zorro	2	Zorro PROPN	grey PROPN compound> Zorro PROPN
South_American_Gray_Fox#species	en	Patagonian fox	2	fox NOUN	Patagonian ADJ amod> fox NOUN
South_American_Sea_Lion#species	en	Southern sea lion	0	lion NOUN	southern ADJ amod> sea NOUN | sea NOUN compound> lion NOUN
South_American_Sea_Lion#species	en	Otaria flavescens	1	flavescen PROPN	Otaria PROPN compound> flavescen PROPN
South_American_Sea_Lion#species	en	Maned seal	2	seal NOUN	Maned ADJ amod> seal NOUN
South_American_Sea_Lion#species	en	Patagonian sea lion	2	lion NOUN	Patagonian ADJ amod> lion NOUN | sea NOUN compound> lion NOUN
South_American_Sea_Lion#species	en	South American sea lion	2	lion NOUN	south ADJ amod> sea NOUN | american ADJ amod> sea NOUN | sea NOUN compound> lion NOUN
Southern_Carmine_Bee-eater#species	en	Southern carmine bee-eater	0	eater NOUN	southern ADJ amod> eater NOUN | carmine NOUN compound> eater NOUN | bee NOUN compound> eater NOUN | - PUNCT punct> eater NOUN
Southern_Carmine_Bee-eater#species	en	Merops nubicoides	1	nubicoide NOUN	Merops PROPN compound> nubicoide NOUN
Southern_Elephant_Seal#species	en	Southern Elephant Seal	0	seal PROPN	southern PROPN compound> elephant PROPN | elephant PROPN compound> seal PROPN
Southern_Elephant_Seal#species	en	Mirounga leonina	1	leonina PROPN	Mirounga PROPN compound> leonina PROPN
Southern_right_whale#species	en	Southern right whale	0	whale NOUN	southern ADJ amod> whale NOUN | right ADJ amod> whale NOUN
Southern_right_whale#species	en	Eubalaena australis	1	australis PROPN	Eubalaena PROPN compound> australis PROPN
Southern_Three-banded_Armadillo#species	en	Southern three-banded armadillo	0	armadillo NOUN	southern ADJ amod> three NUM | three NUM nummod> armadillo NOUN | - PUNCT punct> three NUM | bande VERB amod> armadillo NOUN
Southern_Three-banded_Armadillo#species	en	Tolypeutes matacus	1	matacus NOUN	Tolypeutes NOUN compound> matacus NOUN
Southern_Three-banded_Armadillo#species	en	La Plata three-banded armadillo	2	armadillo NOUN	la PROPN compound> Plata PROPN | Plata PROPN compound> bande VERB | three NUM nummod> Plata PROPN | - PUNCT punct> Plata PROPN | bande VERB amod> armadillo NOUN
South_Polar_Skua#species	en	South polar skua	0	skua NOUN	south PROPN compound> skua NOUN | polar ADJ amod> skua NOUN
South_Polar_Skua#species	en	Stercorarius maccormicki	1	maccormicki NOUN	Stercorarius PROPN compound> maccormicki NOUN
South_Polar_Skua#species	en	MacCormick’s Skua	2	Skua PROPN	MacCormick PROPN nmod:poss> Skua PROPN | 's PART case> MacCormick PROPN
Spectacled_Bear#species	en	Spectacled bear	0	bear NOUN	Spectacled VERB amod> bear NOUN
Spectacled_Bear#species	en	Tremarctos ornatus	1	Tremarctos NOUN	ornatus X appos> Tremarctos NOUN
Spectacled_Bear#species	en	Andean bear	2	bear NOUN	Andean ADJ amod> bear NOUN
Spectacled_Eider#species	en	Spectacled eider	0	eider NOUN	Spectacled VERB amod> eider NOUN
Spectacled_Eider#species	en	Somateria fischeri	1	fischerus NOUN	Somateria PROPN compound> fischerus NOUN
Sperm_whale#species	en	Sperm whale	0	whale NOUN	Sperm NOUN compound> whale NOUN
Sperm_whale#species	en	Physeter macrocephalus	1	macrocephalus NOUN	Physeter NOUN compound> macrocephalus NOUN
Sperm_whale#species	en	Common cachalot	2	cachalot NOUN	common ADJ amod> cachalot NOUN
Spider#order	en	Spiders	0	Spider NOUN	
Spider#order	en	Araneae	0	Araneae PROPN	
Spider_wasp#family	en	Spider wasps	0	wasp NOUN	Spider NOUN compound> wasp NOUN
Spider_wasp#family	en	Pompilidae	1	Pompilida NOUN	
Spider_wasp#family	en	Spider-hunting wasps	2	wasp NOUN	Spider NOUN obl:npmod> hunt VERB | - PUNCT punct> hunt VERB | hunt VERB amod> wasp NOUN
Spinosaurus#genus	en	Spinosaurus 	0	Spinosaurus PROPN	
Spinosaurus#genus	en	spine lizard	2	lizard NOUN	spine NOUN compound> lizard NOUN
Spixs_Macaw#species	en	Spixs macaw	0	macaw NOUN	Spix PROPN compound> macaw NOUN
Spixs_Macaw#species	en	Cyanopsitta spixii	1	spixii NOUN	Cyanopsitta PROPN compound> spixii NOUN
Spixs_Macaw#species	en	Little blue macaw	2	macaw NOUN	little PROPN compound> macaw NOUN | blue ADJ amod> macaw NOUN
Spotted_Flycatcher#species	en	Spotted flycatcher	0	flycatcher NOUN	spotted ADJ amod> flycatcher NOUN
Spotted_Flycatcher#species	en	Muscicapa striata	1	striata NOUN	Muscicapa PROPN compound> striata NOUN
Spotted_Hyena#species	en	Spotted hyena	0	hyena NOUN	spotted VERB amod> hyena NOUN
Spotted_Hyena#species	en	Crocuta crocuta	1	crocuta NOUN	Crocuta PROPN compound> crocuta NOUN
Spotted_Hyena#species	en	Laughing hyena	2	hyena NOUN	laughing NOUN compound> hyena NOUN
Springbok_antelope#species	en	Springbok	0	Springbok NOUN	
Springbok_antelope#species	en	Antidorcas marsupialis	1	marsupialis NOUN	Antidorcas NOUN compound> marsupialis NOUN
Springbok_antelope#species	en	Springbuck	2	Springbuck NOUN	
Squamata#order	en	Scaled reptiles	0	reptile NOUN	Scaled VERB amod> reptile NOUN
Squamata#order	en	Squamata	0	Squamata PROPN	
Squid#order	en	Squid	0	Squid PROPN	
Squid#order	en	Teuthida	0	Teuthida PROPN	
Stag_beetle#family	en	Stag beetles	0	beetle NOUN	Stag NOUN compound> beetle NOUN
Stag_beetle#family	en	Lucanidae	1	Lucanidae PROPN	
Stegosaurus#genus	en	Stegosaurus	0	Stegosaurus PROPN	
Stegosaurus#genus	en	roof-lizard	2	-lizard NOUN	roof NOUN compound> -lizard NOUN
Steller_Sea_Lion#species	en	Steller sea lion	0	lion NOUN	Steller PROPN compound> sea NOUN | sea NOUN compound> lion NOUN
Steller_Sea_Lion#species	en	Eumetopias jubatus	1	jubatus NOUN	Eumetopias PROPN compound> jubatus NOUN
Steller_Sea_Lion#species	en	Northern sea lion	2	lion NOUN	Northern ADJ amod> sea NOUN | sea NOUN compound> lion NOUN
Steller_Sea_Lion#species	en	Stellers sea lion	2	lion NOUN	Steller NOUN compound> sea NOUN | sea NOUN compound> lion NOUN
Stingray#family	en	Stingrays	0	Stingrays PROPN	
Stingray#family	en	Dasyatidae	1	Dasyatidae NOUN	
St_Johns_wort#species	en	St Johns wort	0	wort NOUN	St PROPN compound> Johns PROPN | Johns PROPN compound> wort NOUN
St_Johns_wort#species	en	Hypericum perforatum	1	perforatum NOUN	Hypericum PROPN compound> perforatum NOUN
St_Johns_wort#species	en	Common St Johns wort	2	wort NOUN	common PROPN compound> Johns PROPN | St PROPN compound> Johns PROPN | Johns PROPN compound> wort NOUN
St_Johns_wort#species	en	Klamath weed	2	we VERB	Klamath PROPN nsubj> we VERB
St_Johns_wort#species	en	Tiptons weed	2	we VERB	Tipton NOUN nsubj> we VERB
Stoat#species	en	Stoat	0	Stoat NOUN	
Stoat#species	en	Mustela erminea	1	erminea NOUN	Mustela PROPN compound> erminea NOUN
Stock_Pigeon#species	en	Stock dove	0	dove NOUN	stock NOUN compound> dove NOUN
Stock_Pigeon#species	en	Columba oenas	1	oena PROPN	Columba PROPN compound> oena PROPN
Stock_Pigeon#species	en	Stock pigeon	2	pigeon NOUN	stock NOUN compound> pigeon NOUN
Straw-coloured_Fruit_Bat#species	en	Straw-coloured fruit bat	0	bat NOUN	Straw PROPN obl:npmod> colou ADJ | - PUNCT punct> colou ADJ | colou ADJ amod> fruit NOUN | fruit NOUN compound> bat NOUN
Straw-coloured_Fruit_Bat#species	en	Eidolon helvum	1	helvum NOUN	Eidolon PROPN compound> helvum NOUN
Striped_Skunk#species	en	Striped Skunk	0	Skunk PROPN	Striped PROPN compound> Skunk PROPN
Striped_Skunk#species	en	Mephitis mephitis	1	mephitis NOUN	Mephitis PROPN compound> mephitis NOUN
Strongylocentrotus_purpuratus#species	en	Purple sea urchin	0	urchin NOUN	Purple ADJ amod> urchin NOUN | sea NOUN compound> urchin NOUN
Strongylocentrotus_purpuratus#species	en	Strongylocentrotus purpuratus	1	purpuratus NOUN	Strongylocentrotus PROPN compound> purpuratus NOUN
Strongylocentrotus_purpuratus#species	en	California purple sea urchin	2	urchin NOUN	California PROPN compound> sea NOUN | purple ADJ amod> sea NOUN | sea NOUN compound> urchin NOUN
Sumatran_Orangutan#species	en	Sumatran orangutan	0	orangutan PROPN	Sumatran PROPN compound> orangutan PROPN
Sumatran_Orangutan#species	en	Pongo abelii	1	abelii NOUN	Pongo PROPN compound> abelii NOUN
Sumatran_Orangutan#species	en	Sumatran orang-utan	2	utan NOUN	Sumatran PROPN compound> utan NOUN | orang NOUN compound> utan NOUN | - PUNCT punct> utan NOUN
Sunda_Flying_Lemur#species	en	Malayan colugo	0	colugo NOUN	Malayan ADJ amod> colugo NOUN
Sunda_Flying_Lemur#species	en	Galeopterus variegatus	1	variegatus NOUN	Galeopterus PROPN compound> variegatus NOUN
Sunda_Flying_Lemur#species	en	Malayan flying lemur	2	lemur NOUN	Malayan ADJ amod> lemur NOUN | fly VERB amod> lemur NOUN
Sunda_Flying_Lemur#species	en	Sunda flying lemur	2	lemur NOUN	Sunda PROPN compound> fly VERB | fly VERB amod> lemur NOUN
Sunflower_starfish#species	en	Sunflower star	0	star NOUN	Sunflower PROPN compound> star NOUN
Sunflower_starfish#species	en	Pycnopodia helianthoides	1	helianthoide VERB	Pycnopodia PROPN nsubj> helianthoide VERB
Sunflower_starfish#species	en	Sunflower sea star	2	star NOUN	Sunflower PROPN compound> star NOUN | sea NOUN compound> star NOUN
Sunflower_starfish#species	en	Sunflower starfish	2	starfish NOUN	Sunflower PROPN compound> starfish NOUN
Superb_Bird_of_Paradise#species	en	Superb bird of paradise	0	bird NOUN	superb PROPN compound> bird NOUN | of ADP case> paradise NOUN | paradise NOUN nmod> bird NOUN
Superb_Bird_of_Paradise#species	en	Lophorina superba	1	superba PROPN	Lophorina PROPN compound> superba PROPN
Superb_Lyrebird#species	en	Superb lyrebird	0	lyrebird NOUN	superb PROPN compound> lyrebird NOUN
Superb_Lyrebird#species	en	Menura novaehollandiae	1	novaehollandia NOUN	Menura PROPN compound> novaehollandia NOUN
Suriname_Toad#species	en	Surinam toad	0	toad NOUN	Surinam PROPN compound> toad NOUN
Suriname_Toad#species	en	Pipa pipa	1	pipa NOUN	Pipa PROPN compound> pipa NOUN
Suriname_Toad#species	en	Suriname toad	2	toad NOUN	Suriname NOUN compound> toad NOUN
Tambaqui#species	en	Tambaqui	0	Tambaqui PROPN	
Tambaqui#species	en	Colossoma macropomum	1	macropomum NOUN	Colossoma PROPN compound> macropomum NOUN
Tambaqui#species	en	Black-finned colossoma	2	colossoma NOUN	black ADJ compound> finn VERB | - PUNCT punct> finn VERB | finn VERB amod> colossoma NOUN
Tambaqui#species	en	Pacu	2	Pacu PROPN	
Taraxacum#genus	en	Dandelions	0	dandelion NOUN	
Taraxacum#genus	en	Taraxacum	1	Taraxacum PROPN	
Tarbosaurus#genus	en	Tarbosaurus	0	Tarbosaurus PROPN	
Tarbosaurus#genus	en	alarming lizard	2	lizard NOUN	alarming NOUN compound> lizard NOUN
Tarsier#genus	en	Tarsiers	0	Tarsier NOUN	
Tarsier#genus	en	Tarsius	1	Tarsius PROPN	
Tasmanian_Devil#species	en	Tasmanian devil	0	devil PROPN	Tasmanian PROPN compound> devil PROPN
Tasmanian_Devil#species	en	Sarcophilus harrisii	1	harrisii NOUN	Sarcophilus PROPN compound> harrisii NOUN
Tawny_Owl#species	en	Tawny owl	0	owl NOUN	Tawny PROPN compound> owl NOUN
Tawny_Owl#species	en	Strix aluco	1	aluco NOUN	Strix PROPN compound> aluco NOUN
Taxus_baccata#species	en	Common yew	0	yew NOUN	common ADJ amod> yew NOUN
Taxus_baccata#species	en	Taxus baccata	1	baccata NOUN	Taxus PROPN compound> baccata NOUN
Taxus_baccata#species	en	English yew	2	yew NOUN	english ADJ amod> yew NOUN
Taxus_baccata#species	en	European yew	2	yew NOUN	european ADJ amod> yew NOUN
Temmincks_Tragopan#species	en	Temmincks tragopan	0	tragopan NOUN	Temminck NOUN compound> tragopan NOUN
Temmincks_Tragopan#species	en	Tragopan temminckii	1	temminckii NOUN	Tragopan PROPN compound> temminckii NOUN
Temmincks_Tragopan#species	en	Crimson-bellied tragopan	2	tragopan NOUN	Crimson NOUN obl:npmod> belly VERB | - PUNCT punct> belly VERB | belly VERB amod> tragopan NOUN
Tenrecidae#family	en	Tenrecs	0	Tenrec NOUN	
Tenrecidae#family	en	Tenrecidae	1	Tenrecidae NOUN	
Tenrecidae#family	en	Tenrecidae 	2	Tenrecidae NOUN	
Termite#order	en	Termites	0	Termite NOUN	
Termite#order	en	Isoptera	1	Isoptera PROPN	
Termite#order	en	White ants	2	ant NOUN	white ADJ amod> ant NOUN
Terrapene_carolina#species	en	Eastern box turtle	0	turtle NOUN	eastern ADJ amod> box NOUN | box NOUN compound> turtle NOUN
Terrapene_carolina#species	en	Terrapene carolina	1	carolina PROPN	Terrapene PROPN compound> carolina PROPN
Terrapene_carolina#species	en	Common box turtle	2	turtle NOUN	common ADJ amod> box NOUN | box NOUN compound> turtle NOUN
Tettigoniidae#family	en	Bush crickets	0	cricket NOUN	Bush PROPN compound> cricket NOUN
Tettigoniidae#family	en	Tettigoniidae	1	Tettigoniidae NOUN	
Tettigoniidae#family	en	Katydids	2	Katydids PROPN	
Tettigoniidae#family	en	Long-horned grasshoppers	2	grasshopper NOUN	Long ADV advmod> horned VERB | - PUNCT punct> horned VERB | horned VERB amod> grasshopper NOUN
Texas_blind_salamander#species	en	Texas blind salamander	0	salamander NOUN	Texas PROPN compound> salamander NOUN | blind ADJ amod> salamander NOUN
Texas_blind_salamander#species	en	Eurycea rathbuni	1	rathbuni NOUN	Eurycea PROPN compound> rathbuni NOUN
Therapsida#order	en	Therapsids	0	Therapsid NOUN	
Therapsida#order	en	Therapsida	0	Therapsida PROPN	
Therapsida#order	en	beast arch	2	arch NOUN	beast ADJ amod> arch NOUN
Therizinosaurus#genus	en	Therizinosaurus	0	Therizinosaurus PROPN	
Therizinosaurus#genus	en	scythe lizard	2	lizard NOUN	scythe NOUN compound> lizard NOUN
Thermophis_baileyi#species	en	Tibetan spring snake	0	snake NOUN	Tibetan PROPN compound> snake NOUN | spring NOUN compound> snake NOUN
Thermophis_baileyi#species	en	Thermophis baileyi	1	baileyi NOUN	
Thermophis_baileyi#species	en	Baileys snake	2	snake NOUN	Baileys PROPN compound> snake NOUN
Thermophis_baileyi#species	en	Hot spring keel-back	2	back NOUN	hot ADJ amod> back NOUN | spring NOUN compound> back NOUN | keel NOUN compound> back NOUN | - PUNCT punct> back NOUN
Theropoda#suborder	en	Theropod dinosaurs	0	dinosaur NOUN	Theropod NOUN compound> dinosaur NOUN
Theropoda#suborder	en	Theropoda	0	Theropoda PROPN	
Theropoda#suborder	en	beast-footed	2	beast NOUN	- PUNCT punct> beast NOUN | foote VERB acl> beast NOUN
